user_id,user_profile
2452,male executive/managerial between 45 to 49 years of age
2453,male executive/managerial between 25 to 34 years of age
2454,male unknown between 18 to 24 years of age
2455,male executive/managerial between 35 to 44 years of age
2456,male customer service between 25 to 34 years of age
2457,male unknown between 25 to 34 years of age
2458,male executive/managerial between 25 to 34 years of age
2459,male executive/managerial between 50 to 55 years of age
2460,female academic/educator between 50 to 55 years of age
2461,male college/grad student between 18 to 24 years of age
2462,male academic/educator between 35 to 44 years of age
2463,male executive/managerial between 25 to 34 years of age
2464,female college/grad student between 18 to 24 years of age
2465,male doctor/health care between 50 to 55 years of age
2466,male scientist between 25 to 34 years of age
2467,male k-12 student under 18 years of age
2468,male academic/educator between 50 to 55 years of age
2469,male college/grad student between 25 to 34 years of age
2470,male tradesman/craftsman between 35 to 44 years of age
2471,male retired between 50 to 55 years of age
2472,male tradesman/craftsman between 25 to 34 years of age
2473,male programmer between 25 to 34 years of age
2474,male programmer between 25 to 34 years of age
2475,female tradesman/craftsman between 25 to 34 years of age
2476,male programmer between 50 to 55 years of age
2477,male unknown between 45 to 49 years of age
2478,male academic/educator between 50 to 55 years of age
2479,female academic/educator between 25 to 34 years of age
2480,female writer between 18 to 24 years of age
2481,male sales/marketing between 35 to 44 years of age
2482,female clerical/admin between 50 to 55 years of age
2483,male retired above 56 years of age
2484,male customer service between 45 to 49 years of age
2485,male sales/marketing between 35 to 44 years of age
2486,male programmer between 18 to 24 years of age
2487,male executive/managerial between 45 to 49 years of age
2488,female artist between 45 to 49 years of age
2489,female homemaker between 35 to 44 years of age
2490,male programmer between 25 to 34 years of age
2491,male executive/managerial between 35 to 44 years of age
2492,female artist between 45 to 49 years of age
2493,male artist between 45 to 49 years of age
2494,male college/grad student between 18 to 24 years of age
2495,female college/grad student between 18 to 24 years of age
2496,male academic/educator between 50 to 55 years of age
2497,female sales/marketing between 50 to 55 years of age
2498,male tradesman/craftsman above 56 years of age
2499,male unknown between 50 to 55 years of age
2500,male academic/educator above 56 years of age
2501,male scientist between 25 to 34 years of age
2502,male retired above 56 years of age
2503,male technician/engineer between 35 to 44 years of age
2504,male executive/managerial between 25 to 34 years of age
2505,male executive/managerial between 25 to 34 years of age
2506,female sales/marketing between 25 to 34 years of age
2507,male college/grad student between 25 to 34 years of age
2508,female clerical/admin between 35 to 44 years of age
2509,male customer service between 25 to 34 years of age
2510,male executive/managerial between 25 to 34 years of age
2511,male executive/managerial between 25 to 34 years of age
2512,female sales/marketing between 45 to 49 years of age
2513,male academic/educator above 56 years of age
2514,male sales/marketing above 56 years of age
2515,male programmer between 45 to 49 years of age
2516,female doctor/health care between 45 to 49 years of age
2517,female homemaker between 35 to 44 years of age
2518,male executive/managerial between 25 to 34 years of age
2519,female artist between 45 to 49 years of age
2520,female artist above 56 years of age
2521,male technician/engineer between 35 to 44 years of age
2522,male lawyer between 18 to 24 years of age
2523,male technician/engineer between 25 to 34 years of age
2524,female homemaker above 56 years of age
2525,female academic/educator between 35 to 44 years of age
2526,male retired above 56 years of age
2527,male scientist between 35 to 44 years of age
2528,male unknown above 56 years of age
2529,female homemaker between 35 to 44 years of age
2530,male unknown between 18 to 24 years of age
2531,female executive/managerial between 45 to 49 years of age
2532,female retired above 56 years of age
2533,female clerical/admin between 25 to 34 years of age
2534,female doctor/health care between 50 to 55 years of age
2535,female artist above 56 years of age
2536,male retired above 56 years of age
2537,male lawyer between 35 to 44 years of age
2538,male retired above 56 years of age
2539,male executive/managerial between 35 to 44 years of age
2540,female doctor/health care between 45 to 49 years of age
2541,female customer service between 35 to 44 years of age
2542,female retired between 45 to 49 years of age
2543,female unknown between 35 to 44 years of age
2544,male academic/educator between 45 to 49 years of age
2545,male retired above 56 years of age
2546,female retired above 56 years of age
2547,female unknown between 35 to 44 years of age
2548,female doctor/health care between 35 to 44 years of age
2549,male retired above 56 years of age
2550,male executive/managerial between 50 to 55 years of age
2551,male programmer between 25 to 34 years of age
2552,female homemaker between 25 to 34 years of age
2553,male executive/managerial between 25 to 34 years of age
2554,male academic/educator between 25 to 34 years of age
2555,male executive/managerial above 56 years of age
2556,male college/grad student between 25 to 34 years of age
2557,female unemployed between 18 to 24 years of age
2558,male technician/engineer above 56 years of age
2559,male k-12 student between 18 to 24 years of age
2560,female doctor/health care between 45 to 49 years of age
2561,male scientist between 25 to 34 years of age
2562,male unknown between 18 to 24 years of age
2563,male retired between 45 to 49 years of age
2564,female writer between 35 to 44 years of age
2565,male customer service between 35 to 44 years of age
2566,male technician/engineer between 35 to 44 years of age
2567,male unknown between 25 to 34 years of age
2568,male technician/engineer between 25 to 34 years of age
2569,male unknown between 45 to 49 years of age
2570,female sales/marketing above 56 years of age
2571,male technician/engineer between 35 to 44 years of age
2572,male sales/marketing between 35 to 44 years of age
2573,male self-employed between 45 to 49 years of age
2574,male doctor/health care between 50 to 55 years of age
2575,male executive/managerial between 35 to 44 years of age
2576,male technician/engineer between 18 to 24 years of age
2577,male executive/managerial between 25 to 34 years of age
2578,male executive/managerial between 50 to 55 years of age
2579,male scientist between 35 to 44 years of age
